80.538,27.5459
95.3099,27.9475
75.2676,20.3337
94.7779,27.3406
85.4517,21.3074
78.8554,10.8488
94.2459,27.0678
77.3956,24.1511
74.3521,25.3928
76.0842,11.4575
83.4825,19.1145
74.748,20.2969
94.3944,27.3531
91.5736,23.4991
87.4662,21.5427
83.3588,17.9
76.6285,31.3414
82.4309,25.7354
94.7655,26.0513
76.7275,9.39943
94.1222,27.2914
75.6883,12.5238
74.5501,19.5656
75.1439,33.3752
73.783,20.9795
93.3551,26.8948
75.4408,14.3584
79.0039,10.489
79.076,28.1657
88.0848,22.9061
70.9375,21.898
94.9387,27.6131
80.3401,17.6536
73.4119,21.7477
85.1898,25.6099
80.8349,22.8107
93.949,27.068
95.6068,27.464
78.8554,11.8278
93.751,26.8946
82.6165,26.2074
70.7643,21.8734
93.8747,26.9195
79.1771,10.7121
76.4058,33.1767
78.2616,10.2916
79.6967,18.4473
92.4891,26.7465
94.6542,27.6132
86.2537,26.1795
79.7586,27.3852
84.1258,20.7752
94.716,27.8115
84.2495,21.2719
85.9321,24.7174
94.9182,27.387
76.6135,32.7135
82.5285,21.9781
78.8042,11.8283
93.6379,26.8031
76.8569,31.3063
82.7962,20.9855
78.8529,30.1135
82.3216,19.4398
86.557,26.1094
92.4354,26.5659
86.0022,20.6511
73.9531,22.3021
86.2422,26.3755
92.1815,26.5897
88.3453,22.3056
80.9261,28.5244
86.1969,26.0844
94.0349,27.3624
85.8723,20.7933
76.7588,10.8365
78.4773,9.88679
82.845,26.73
87.75,25.695
76.05,25.965
80.055,16.29
76.1256,33.5267
86.1983,25.5869
74.7785,30.1895
79.4844,15.2182
93.1226,26.6381
91.8623,26.3166
94.6126,27.2504
77.8452,11.4729
78.233,15.7081
88.0605,22.5263
94.143,26.8177
80.7483,27.629
85.5,26.5
74.7271,15.3059
93.8215,27.481
84.7692,20.2249
84.4064,20.9522
94.5503,27.0442
81.3801,16.6523
89.7871,27.4995
90.1201,25.2411
110.224,22.1496
93.755,26.4
78.7172,10.762
79.7002,12.725
93.9705,24.7214
86.4033,20.9096
79.878,15.7067
76.5268,31.2388
70.925,22.6824
86.1978,20.4525
76.3115,10.3906
95.263,27.5773
88.4871,22.6315
77.5237,21.0263
72.2495,22.0231
81.8601,20.0539
78.1615,14.945
94.0189,26.2558
74.2156,33.4819
79.9324,14.1349
83.7466,19.73
73.8842,32.8864
81.5174,27.5853
81.5288,18.1046
73.8242,20.1943
71.3097,22.4114
83.6477,19.1719
72.8816,19.1028
83.6713,25.6151
75.2343,18.7332
94.0245,26.5993
76.0498,10.5443
82.8115,17.4335
78.7317,11.7804
87.9347,21.9409
73.4733,21.7139
79.3734,28.1973
82.5389,21.1139
83.2115,25.886
86.2759,20.9915
73.435,17.9836
79.9654,16.9772
87.0126,27.4363
80.1999,24.1288
86.4305,20.9765
73.0739,21.433
78.4423,31.6718
89.4002,24.6862
73.7641,21.0247
85.8918,25.4989
75.4747,12.1226
85.8936,20.6258
73.9596,21.9811
79.2948,19.1881
74.9274,12.9158
73.44,21.3961
79.0643,10.9485
75.527,11.8739
73.2201,21.5391
78.5235,30.5622
73.6623,20.8681
88.9351,22.342
89.2696,25.8418
95.3833,27.8034
78.7843,10.4517
79.054,14.8405
79.1214,16.746
84.87,26.5321
83.0513,26.7556
76.1481,32.6061
79.8583,30.7738
84.7987,21.0559
76.423,9.72651
71.2868,22.8284
92.0058,24.4457
88.5453,24.0841
80.0385,19.9343
80.4678,26.9607
79.2098,17.1335
94.643,27.094
77.6925,31.806
74.5207,15.811
94.7981,27.4268
85.3527,21.1735
88.9474,23.3997
79.4042,16.1464
74.4164,20.4037
68.8677,24.0181
78.9883,13.8493
82.1012,16.9874
74.8298,33.9398
75.4418,18.8234
77.3409,31.7905
86.2554,24.0572
76.6811,9.49041
92.9144,26.0909
71.3091,22.4404
81.7657,17.0009
78.7288,15.0341
85.6883,24.7685
92.3599,27.4105
73.762,26.5766
80.612,16.4132
87.3749,22.4615
88.4616,27.5887
76.8263,28.2424
92.8902,26.0363
92.8575,23.2582
80.0422,16.2498
78.7248,10.7214
84.4369,20.1358
77.0555,31.5294
79.2684,20.7866
77.27,31.7668
76.9177,31.7821
80.6237,27.586
77.252,31.7869
76.6191,20.6258
79.9572,12.5851
77.5024,11.054
75.4042,13.407
78.9675,27.9917
89.7567,25.1622
92.0974,24.9382
78.8487,13.0242
80.7003,24.8678
86.0449,20.5033
94.46,26.9122
75.9695,16.5216
79.4752,14.0025
87.8328,24.3395
85.7348,24.707
81.0334,28.3671
84.4178,20.2047
79.1574,20.9474
92.9592,26.6059
73.7324,15.733
92.4232,24.4696
77.0504,11.3982
92.817,26.0747
71.3244,22.4257
80.6956,27.5435
78.8703,26.7055
92.7754,26.7553
80.6926,16.2843
76.2592,33.8036
80.8611,26.4375
76.4736,15.1816
92.8291,24.8678
72.8962,19.1131
75.0459,30.9339
86.5429,26.5037
80.713,18.4311
71.1117,22.0189
80.7246,28.886
92.926,26.988
92.0622,26.4813
89.4296,23.6547
80.187,17.4331
84.0726,25.6339
86.7154,21.1495
82.8434,26.4816
76.9103,32.8353
75.0937,14.5398
